invoice_number,store_code,transaction_timestamp,sku_code,quantity,unit_price,transaction_type,customer_id
INV-63665,FA-010,2025-12-09 16:12:16,SKU-4743,3,1454.57,SALE,LOYAL-3804
INV-59389,FA-005,2025-12-15 22:26:58,SKU-6078,2,1625.36,SALE,LOYAL-2152
INV-34431,FA-003,2025-12-23 01:16:20,SKU-2482,5,2714.05,SALE,LOYAL-4494
INV-14166,FA-006,2025-12-21 00:43:50,SKU-6635,4,5243.27,SALE,LOYAL-3130
INV-22008,FA-006,2025-12-22 04:57:55,SKU-1318,1,9866.67,SALE,
INV-74448,FA-010,2025-12-31 12:05:48,SKU-10415,2,6975.23,SALE,LOYAL-0816
INV-93725,FA-006,2025-12-15 22:43:18,SKU-0601,4,7068.69,SALE,LOYAL-4609
INV-23670,FA-001,2025-12-17 19:12:36,SKU-1216,4,7198.05,SALE,LOYAL-1466
INV-40238,FA-007,2025-12-27 01:20:23,SKU-0565,4,2412.06,SALE,LOYAL-2450
INV-45260,FA-007,2025-12-09 17:40:57,SKU-9820,1,5603.94,SALE,LOYAL-0985
INV-19356,FA-002,2025-12-21 23:09:15,SKU-3830,5,9529.76,SALE,LOYAL-2785
INV-43651,FA-004,2025-12-06 20:19:44,SKU-5015,1,4945.53,SALE,LOYAL-1660
INV-88848,FA-006,2025-12-06 23:04:38,SKU-10784,3,4386.73,SALE,LOYAL-4149
