invoice_number,store_code,transaction_timestamp,sku_code,quantity,unit_price,transaction_type,customer_id
INV-80114,FA-008,2025-11-27 07:47:54,SKU-2752,5,5509.7,SALE,LOYAL-2334
INV-71585,FA-005,2025-11-27 20:22:28,SKU-9169,2,1114.19,SALE,LOYAL-4124
INV-32656,FA-005,2025-11-08 11:38:54,SKU-8596,1,2385.2,SALE,LOYAL-2084
INV-10530,FA-001,2025-11-26 21:49:40,SKU-4098,5,4511.43,SALE,LOYAL-0244
INV-75950,FA-007,2025-11-08 14:47:25,SKU-10635,1,5578.79,SALE,LOYAL-0510
INV-76773,FA-010,2025-11-10 02:32:25,SKU-5514,3,2677.47,SALE,LOYAL-3581
INV-19098,FA-001,2025-11-14 09:31:44,SKU-9640,1,6444.53,SALE,
INV-73229,FA-006,2025-11-24 20:17:47,SKU-3467,5,4894.51,SALE,LOYAL-1063
INV-28313,FA-009,2025-11-19 18:21:41,SKU-6819,1,1634.07,SALE,LOYAL-1132
INV-40243,FA-009,2025-11-12 22:17:02,SKU-5199,2,2555.75,SALE,
INV-41360,FA-007,2025-11-28 14:28:56,SKU-4527,5,5556.14,SALE,
INV-10910,FA-005,2025-11-20 07:13:08,SKU-7226,4,7989.4,SALE,LOYAL-0020
INV-49109,FA-003,2025-11-04 04:13:20,SKU-1263,5,1813.65,SALE,LOYAL-4284
INV-65709,FA-007,2025-11-07 15:38:19,SKU-5689,4,9943.54,SALE,LOYAL-0187
INV-34811,FA-009,2025-11-30 06:03:14,SKU-9318,2,1165.84,SALE,
INV-81613,FA-008,2025-11-28 01:57:10,SKU-3684,2,450.75,SALE,
INV-61633,FA-009,2025-11-05 12:03:58,SKU-7954,2,4218.57,SALE,LOYAL-2241
INV-65786,FA-009,2025-11-28 09:26:49,SKU-5494,2,1127.77,SALE,LOYAL-3414
INV-27701,FA-005,2025-11-06 21:59:19,SKU-8797,1,4665.83,SALE,
INV-53182,FA-005,2025-11-16 20:50:28,SKU-1429,5,2847.14,SALE,LOYAL-3488
INV-43368,FA-010,2025-11-13 21:37:28,SKU-9258,2,5813.53,SALE,LOYAL-1386
INV-11215,FA-006,2025-11-08 17:56:40,SKU-2563,5,820.78,SALE,LOYAL-3940
INV-26948,FA-005,2025-11-23 01:32:48,SKU-3680,3,519.06,SALE,LOYAL-1152
INV-86443,FA-005,2025-11-08 05:47:35,SKU-8842,1,1324.74,SALE,
INV-30213,FA-004,2025-11-14 20:38:30,SKU-7744,5,6313.98,SALE,LOYAL-0367
INV-31398,FA-008,2025-11-29 10:59:02,SKU-3367,1,4089.35,SALE,LOYAL-3177
INV-40141,FA-003,2025-11-19 03:43:14,SKU-3801,1,1117.82,SALE,LOYAL-1654
INV-89309,FA-002,2025-11-06 05:04:25,SKU-3637,5,3415.23,SALE,LOYAL-3780
INV-92199,FA-004,2025-11-05 15:05:08,SKU-7091,5,8192.58,SALE,LOYAL-2803
INV-40200,FA-006,2025-11-03 13:56:52,SKU-7166,3,7649.5,SALE,LOYAL-2285
INV-14217,FA-003,2025-11-02 10:12:35,SKU-0737,1,5599.6,SALE,
INV-26734,FA-009,2025-11-25 10:51:56,SKU-5622,1,321.62,SALE,LOYAL-4655
INV-79148,FA-010,2025-11-18 18:55:44,SKU-6259,5,3480.09,SALE,LOYAL-3656
INV-26321,FA-010,2025-11-19 01:49:31,SKU-7988,3,9808.83,SALE,
INV-34855,FA-007,2025-11-05 18:30:10,SKU-10426,5,5195.09,SALE,LOYAL-2707
INV-14160,FA-008,2025-11-26 22:05:43,SKU-4075,1,4233.04,SALE,LOYAL-1885
INV-83845,FA-003,2025-11-30 22:02:03,SKU-10447,4,6749.49,SALE,LOYAL-2672
INV-74751,FA-008,2025-11-12 20:36:27,SKU-9926,4,4350.25,SALE,
INV-54709,FA-002,2025-11-03 08:00:56,SKU-7045,4,6535.97,SALE,LOYAL-4642
INV-54537,FA-006,2025-11-13 19:32:49,SKU-7720,4,6613.47,SALE,LOYAL-2364
INV-43230,FA-006,2025-11-12 18:27:16,SKU-8149,4,2854.88,SALE,
INV-55285,FA-002,2025-11-16 01:29:27,SKU-0788,1,5710.85,SALE,
INV-11305,FA-004,2025-11-20 07:01:57,SKU-10596,2,3704.16,SALE,LOYAL-1863
INV-45419,FA-001,2025-11-24 03:46:02,SKU-0294,1,6868.65,SALE,LOYAL-1090
