invoice_number,store_code,transaction_timestamp,sku_code,quantity,unit_price,transaction_type,customer_id
INV-48888,FA-010,2025-06-30 19:10:15,SKU-6826,5,1618.48,SALE,LOYAL-4602
INV-83864,FA-003,2025-06-26 10:17:24,SKU-9619,3,3232.25,SALE,LOYAL-2738
INV-98856,FA-010,2025-06-17 16:55:12,SKU-3983,1,9861.23,SALE,LOYAL-2015
INV-18184,FA-001,2025-06-08 17:00:33,SKU-0268,3,2726.75,SALE,LOYAL-2692
INV-69965,FA-006,2025-06-01 03:04:59,SKU-6362,2,7516.93,SALE,
INV-44470,FA-002,2025-06-25 12:56:55,SKU-8599,1,7334.87,SALE,LOYAL-1330
INV-97715,FA-009,2025-06-24 06:23:30,SKU-5778,3,8884.13,SALE,LOYAL-2973
INV-64524,FA-009,2025-06-04 07:50:58,SKU-6041,2,6163.5,SALE,LOYAL-2825
INV-73621,FA-010,2025-06-04 03:13:46,SKU-4657,5,7311.88,SALE,LOYAL-0785
INV-21866,FA-003,2025-06-24 23:59:34,SKU-8539,4,7559.16,SALE,LOYAL-0532
INV-61186,FA-004,2025-06-02 11:01:10,SKU-1614,1,6772.82,SALE,LOYAL-1890
INV-84208,FA-010,2025-06-10 08:35:31,SKU-3370,4,443.57,SALE,LOYAL-0307
INV-41637,FA-001,2025-06-23 10:41:20,SKU-10531,3,3624.08,SALE,LOYAL-2806
INV-56357,FA-009,2025-06-04 13:54:45,SKU-5817,3,2659.7,SALE,LOYAL-2056
INV-78202,FA-010,2025-06-28 12:31:21,SKU-1146,1,6093.99,SALE,LOYAL-4354
INV-24020,FA-007,2025-06-27 05:30:01,SKU-9443,4,5620.64,SALE,LOYAL-1541
INV-38595,FA-003,2025-06-20 21:15:25,SKU-6069,2,5690.9,SALE,LOYAL-4129
INV-38119,FA-004,2025-06-15 02:28:21,SKU-7673,1,6186.52,SALE,LOYAL-4757
INV-92996,FA-005,2025-06-22 00:22:03,SKU-1526,1,2720.75,SALE,LOYAL-0851
INV-96587,FA-001,2025-06-05 14:38:37,SKU-8024,4,7229.75,SALE,LOYAL-1292
INV-24853,FA-007,2025-06-02 06:31:49,SKU-3955,2,3726.87,SALE,LOYAL-2768
INV-69438,FA-007,2025-06-01 12:50:19,SKU-1108,4,7929.56,SALE,LOYAL-1170
INV-63907,FA-003,2025-06-18 17:50:29,SKU-5047,3,2809.42,SALE,LOYAL-0335
INV-13776,FA-005,2025-06-03 01:08:11,SKU-0426,2,6548.51,SALE,LOYAL-4433
INV-55464,FA-010,2025-06-06 15:21:24,SKU-4789,3,1461.3,SALE,LOYAL-4293
INV-43200,FA-009,2025-06-21 12:43:09,SKU-8503,1,9983.59,SALE,LOYAL-1796
INV-50272,FA-001,2025-06-05 17:08:18,SKU-4921,1,8378.42,SALE,LOYAL-4049
INV-37055,FA-008,2025-06-18 22:27:56,SKU-6877,5,3817.92,SALE,LOYAL-2968
INV-99312,FA-001,2025-06-28 06:41:43,SKU-8971,1,9856.58,SALE,LOYAL-0243
INV-44325,FA-007,2025-06-29 12:20:14,SKU-1667,4,5389.66,SALE,LOYAL-0320
INV-96587,FA-004,2025-06-29 07:49:01,SKU-4862,3,9782.15,SALE,LOYAL-0576
INV-21857,FA-010,2025-06-25 04:31:03,SKU-3721,3,9703.56,SALE,
INV-84686,FA-003,2025-06-09 21:05:42,SKU-9563,2,2606.33,SALE,LOYAL-4282
INV-97358,FA-004,2025-06-17 01:45:36,SKU-3322,3,3021.94,SALE,LOYAL-1922
INV-52675,FA-010,2025-06-13 04:15:01,SKU-4757,1,657.1,SALE,LOYAL-2734
INV-33354,FA-009,2025-06-04 02:09:49,SKU-10255,3,6183.08,SALE,LOYAL-1082
INV-66379,FA-007,2025-06-21 09:58:03,SKU-5248,1,9857.68,SALE,LOYAL-0002
INV-37230,FA-010,2025-06-21 12:37:40,SKU-3088,4,1141.58,SALE,LOYAL-0117
INV-36205,FA-009,2025-06-22 18:49:08,SKU-6426,1,9941.12,SALE,LOYAL-3756
INV-79494,FA-006,2025-06-11 22:12:57,SKU-6277,4,1978.34,SALE,LOYAL-0185
INV-44103,FA-010,2025-06-06 20:19:30,SKU-4154,3,8435.16,SALE,LOYAL-3828
INV-21696,FA-010,2025-06-27 04:43:56,SKU-4611,1,3756.1,SALE,LOYAL-2196
INV-95665,FA-009,2025-06-15 03:26:28,SKU-3324,4,394.25,SALE,LOYAL-1644
INV-46990,FA-003,2025-06-18 05:01:28,SKU-4904,4,4280.88,SALE,LOYAL-4808
INV-60819,FA-009,2025-06-04 02:01:09,SKU-0500,1,5303.7,SALE,LOYAL-0429
INV-15415,FA-005,2025-06-20 01:35:55,SKU-10757,5,1838.22,SALE,LOYAL-0592
INV-69349,FA-002,2025-06-27 18:45:45,SKU-9273,4,4507.58,SALE,LOYAL-0355
INV-27562,FA-002,2025-06-30 22:35:52,SKU-4740,4,920.87,SALE,LOYAL-1740
INV-38859,FA-001,2025-06-08 19:07:00,SKU-4514,3,8200.53,SALE,LOYAL-3369
INV-66118,FA-006,2025-06-26 03:54:17,SKU-10734,1,2058.87,SALE,LOYAL-3671
INV-68935,FA-001,2025-06-18 07:56:12,SKU-5167,1,8612.82,SALE,LOYAL-0813
INV-35558,FA-005,2025-06-12 03:46:39,SKU-6704,4,5569.37,SALE,LOYAL-0225
INV-13455,FA-002,2025-06-11 03:58:41,SKU-6851,4,8571.96,SALE,LOYAL-4837
INV-83735,FA-008,2025-06-15 11:11:16,SKU-10773,4,9295.1,SALE,LOYAL-3699
INV-87577,FA-010,2025-06-11 07:02:27,SKU-3177,1,8340.64,SALE,LOYAL-4008
INV-58027,FA-008,2025-06-13 01:02:48,SKU-8166,2,1263.3,SALE,LOYAL-0183
INV-70153,FA-010,2025-06-20 17:08:46,SKU-4661,3,1178.25,SALE,LOYAL-3936
INV-63138,FA-008,2025-06-14 23:27:49,SKU-5020,4,5232.9,SALE,LOYAL-1275
INV-67093,FA-001,2025-06-17 13:17:50,SKU-9005,5,8185.57,SALE,LOYAL-4114
INV-80414,FA-001,2025-06-20 02:39:21,SKU-6031,3,1108.11,SALE,LOYAL-2257
