invoice_number,store_code,transaction_timestamp,sku_code,quantity,unit_price,transaction_type,customer_id
INV-29159,FA-005,2025-04-11 16:21:26,SKU-2768,2,7504.8,SALE,
INV-61278,FA-007,2025-04-17 12:33:33,SKU-6266,1,5027.7,SALE,LOYAL-1801
INV-82644,FA-006,2025-04-07 20:57:27,SKU-2917,5,8957.26,SALE,LOYAL-4470
INV-12704,FA-003,2025-04-02 08:06:47,SKU-3886,1,2325.21,SALE,LOYAL-1694
INV-30347,FA-007,2025-04-11 03:57:30,SKU-2284,2,2620.43,SALE,LOYAL-1104
INV-86486,FA-005,2025-04-19 07:37:51,SKU-5011,5,1857.7,SALE,LOYAL-4468
INV-78835,FA-001,2025-04-16 13:47:10,SKU-10147,5,6300.28,SALE,LOYAL-2816
INV-45681,FA-001,2025-04-01 17:12:24,SKU-4072,5,1737.09,SALE,LOYAL-0579
INV-67560,FA-007,2025-04-02 14:11:06,SKU-2684,1,4085.67,SALE,LOYAL-2363
INV-42112,FA-007,2025-04-03 23:28:40,SKU-4702,3,2103.95,SALE,LOYAL-3368
INV-47871,FA-006,2025-04-12 23:18:39,SKU-8359,2,3505.97,SALE,LOYAL-0457
INV-57928,FA-006,2025-04-18 02:23:32,SKU-4013,3,6310.44,SALE,LOYAL-0533
INV-48888,FA-004,2025-04-22 09:33:29,SKU-1208,3,3230.5,SALE,LOYAL-1484
INV-83864,FA-002,2025-04-06 01:02:30,SKU-8283,4,4933.37,SALE,LOYAL-4602
INV-98856,FA-010,2025-04-18 06:57:50,SKU-3286,5,7165.33,SALE,
INV-18184,FA-003,2025-04-10 17:53:12,SKU-8984,5,6759.26,SALE,LOYAL-2015
INV-69965,FA-010,2025-04-30 19:10:15,SKU-8393,5,2515.33,SALE,LOYAL-2692
INV-44470,FA-001,2025-04-26 10:17:24,SKU-8029,2,2601.02,SALE,LOYAL-4321
INV-97715,FA-006,2025-04-17 16:55:12,SKU-6826,4,3916.1,SALE,LOYAL-1330
INV-64524,FA-002,2025-04-08 17:00:33,SKU-9619,5,2743.16,SALE,LOYAL-2973
INV-73621,FA-009,2025-04-01 03:04:59,SKU-3983,3,7909.67,SALE,LOYAL-2825
INV-21866,FA-009,2025-04-25 12:56:55,SKU-0268,1,1618.48,SALE,LOYAL-0785
INV-61186,FA-010,2025-04-24 06:23:30,SKU-6362,3,3232.25,SALE,LOYAL-0532
INV-84208,FA-003,2025-04-04 07:50:58,SKU-8599,2,9861.23,SALE,LOYAL-1890
INV-41637,FA-004,2025-04-04 03:13:46,SKU-5778,1,2726.75,SALE,LOYAL-0307
INV-56357,FA-010,2025-04-24 23:59:34,SKU-6041,3,7516.93,SALE,LOYAL-2806
INV-78202,FA-001,2025-04-02 11:01:10,SKU-4657,2,7334.87,SALE,LOYAL-2056
INV-24020,FA-009,2025-04-10 08:35:31,SKU-8539,5,8884.13,SALE,LOYAL-4354
INV-38595,FA-010,2025-04-23 10:41:20,SKU-1614,4,6163.5,SALE,LOYAL-1541
INV-38119,FA-007,2025-04-04 13:54:45,SKU-3370,1,7311.88,SALE,LOYAL-4129
INV-92996,FA-003,2025-04-28 12:31:21,SKU-10531,4,7559.16,SALE,
INV-96587,FA-004,2025-04-27 05:30:01,SKU-5817,3,6772.82,SALE,LOYAL-0851
INV-24853,FA-005,2025-04-20 21:15:25,SKU-1146,3,443.57,SALE,LOYAL-1292
INV-69438,FA-001,2025-04-15 02:28:21,SKU-9443,1,3624.08,SALE,
INV-63907,FA-007,2025-04-22 00:22:03,SKU-6069,4,2659.7,SALE,LOYAL-1170
INV-13776,FA-007,2025-04-05 14:38:37,SKU-7673,2,6093.99,SALE,LOYAL-0335
INV-55464,FA-003,2025-04-02 06:31:49,SKU-1526,1,5620.64,SALE,LOYAL-4433
INV-43200,FA-005,2025-04-01 12:50:19,SKU-8024,1,5690.9,SALE,LOYAL-4293
INV-50272,FA-010,2025-04-18 17:50:29,SKU-3955,4,6186.52,SALE,LOYAL-1796
INV-37055,FA-009,2025-04-03 01:08:11,SKU-1108,2,2720.75,SALE,LOYAL-4049
INV-99312,FA-001,2025-04-06 15:21:24,SKU-5047,4,7229.75,SALE,LOYAL-2968
INV-44325,FA-008,2025-04-21 12:43:09,SKU-0426,3,3726.87,SALE,
INV-96587,FA-001,2025-04-05 17:08:18,SKU-4789,2,7929.56,SALE,LOYAL-0320
INV-21857,FA-007,2025-04-18 22:27:56,SKU-8503,3,2809.42,SALE,LOYAL-0576
INV-84686,FA-004,2025-04-28 06:41:43,SKU-4921,1,6548.51,SALE,LOYAL-4418
INV-97358,FA-010,2025-04-29 12:20:14,SKU-6877,1,1461.3,SALE,LOYAL-4282
INV-52675,FA-003,2025-04-29 07:49:01,SKU-8971,5,9983.59,SALE,LOYAL-1922
INV-33354,FA-004,2025-04-25 04:31:03,SKU-1667,1,8378.42,SALE,LOYAL-2734
INV-66379,FA-010,2025-04-09 21:05:42,SKU-4862,4,3817.92,SALE,LOYAL-1082
INV-37230,FA-009,2025-04-17 01:45:36,SKU-3721,3,9856.58,SALE,LOYAL-0002
INV-36205,FA-007,2025-04-13 04:15:01,SKU-9563,3,5389.66,SALE,LOYAL-0117
INV-79494,FA-010,2025-04-04 02:09:49,SKU-3322,2,9782.15,SALE,LOYAL-3756
INV-44103,FA-009,2025-04-21 09:58:03,SKU-4757,3,9703.56,SALE,LOYAL-0185
INV-21696,FA-006,2025-04-21 12:37:40,SKU-10255,1,2606.33,SALE,LOYAL-3828
INV-95665,FA-010,2025-04-22 18:49:08,SKU-5248,3,3021.94,SALE,LOYAL-2196
INV-46990,FA-010,2025-04-11 22:12:57,SKU-3088,1,657.1,SALE,LOYAL-1644
INV-60819,FA-009,2025-04-06 20:19:30,SKU-6426,4,6183.08,SALE,LOYAL-4808
INV-15415,FA-003,2025-04-27 04:43:56,SKU-6277,1,9857.68,SALE,LOYAL-0429
INV-69349,FA-009,2025-04-15 03:26:28,SKU-4154,4,1141.58,SALE,LOYAL-0592
INV-27562,FA-005,2025-04-18 05:01:28,SKU-4611,3,9941.12,SALE,LOYAL-0355
INV-38859,FA-002,2025-04-04 02:01:09,SKU-3324,1,1978.34,SALE,
INV-66118,FA-002,2025-04-20 01:35:55,SKU-4904,4,8435.16,SALE,
INV-68935,FA-001,2025-04-27 18:45:45,SKU-0500,4,3756.1,SALE,LOYAL-3671
INV-35558,FA-006,2025-04-30 22:35:52,SKU-10757,1,394.25,SALE,LOYAL-0813
INV-13455,FA-001,2025-04-08 19:07:00,SKU-9273,5,4280.88,SALE,LOYAL-0225
INV-83735,FA-005,2025-04-26 03:54:17,SKU-4740,4,5303.7,SALE,LOYAL-4837
INV-87577,FA-002,2025-04-18 07:56:12,SKU-4514,4,1838.22,SALE,LOYAL-3699
