item_barcode|sku_code|ean_barcode|variant_label|is_active
997436320408|SKU-0021|8908921430432|40-Black|1
999266844833|SKU-0021|8908921430432|M-Red|1
992071578649|SKU-0021|8908921430432|XXL-Black|1
998795008264|SKU-0022|8905750842117|36-Rust|1
993946642914|SKU-0023|8902099507091|XL-Olive|1
993847736452|SKU-0023|8902099507091|XS-Rust|1
993867830869|SKU-0024|8901355128305|XL-Rust|1
998463814128|SKU-0025|8905312306485|Free Size-Indigo|1
998807879752|SKU-0025|8905312306485|30-Charcoal|1
991651690081|SKU-0026|8906623767746|L-Indigo|1
997581638053|SKU-0027|8900495799325|M-Olive|1
991851464223|SKU-0027|8900495799325|XXL-Mustard|0
996486885475|SKU-0028|8907298211777|Free Size-Indigo|1
994876367516|SKU-0029|8901975573165|40-Indigo|1
999800463767|SKU-0030|8903320787877|3XL-Indigo|0
994544145971|SKU-0031|8904020032359|Free Size-Beige|0
995726204519|SKU-0031|8904020032359|S-White|1
997735869092|SKU-0032|8903993551424|32-Indigo|1
997886284903|SKU-0033|8905652987082|L-Charcoal|0
991671395913|SKU-0034|8903270074624|36-Pink|1
993388178866|SKU-0035|8901308824768|30-Peach|1
995461036474|SKU-0036|8907893431855|L-Charcoal|1
997212965295|SKU-0037|8906877547493|34-Mustard|1
992543183742|SKU-0037|8906877547493|XXL-Pink|1
997202809217|SKU-0038|8908918884244|30-Black|1
991574573886|SKU-0039|8902875551651|42-Peach|1
991523427249|SKU-0039|8902875551651|XXL-Off-White|1
991926040436|SKU-0039|8902875551651|40-Navy|1
995007737371|SKU-0040|8903019765733|38-Maroon|1
993490042216|SKU-0041|8904829172854|XS-Black|1
996697019358|SKU-0041|8904829172854|3XL-Off-White|1
991538106106|SKU-0041|8904829172854|Free Size-Peach|1
998909303926|SKU-0042|8903942140538|Free Size-Pink|1
991179869031|SKU-0042|8903942140538|Free Size-Pink|1
996227899992|SKU-0043|8900048372719|30-Off-White|1
996137683164|SKU-0044|8900758121714|38-Navy|1
996436185451|SKU-0044|8900758121714|36-Beige|1
997057946889|SKU-0045|8909167774334|Free Size-Maroon|1
998515721643|SKU-0045|8909167774334|L-Lavender|1
997499500622|SKU-0046|8900546634470|38-Grey|1
999568630651|SKU-0046|8900546634470|XXL-Maroon|1
991063842498|SKU-0047|8908039985221|XS-Peach|1
998239677884|SKU-0047|8908039985221|42-Peach|1
995133061913|SKU-0047|8908039985221|XXL-Sky Blue|1
994433492697|SKU-0048|8906143818865|42-Mustard|1
992485239421|SKU-0049|8906056704476|L-Beige|1
998214860713|SKU-0049|8906056704476|38-Black|1
991086334879|SKU-0049|8906056704476|XL-Charcoal|1
995100254000|SKU-0050|8902913695454|3XL-Black|1
993201190621|SKU-0050|8902913695454|XXL-Red|1
996301053041|SKU-0051|8904294965946|XL-Indigo|1
992410311805|SKU-0051|8904294965946|M-Teal|1
997180309622|SKU-0052|8902675222376|40-Navy|1
995461545396|SKU-0053|8905901152192|32-Beige|1
997449638333|SKU-0054|8900450788137|L-Sky Blue|1
991430415669|SKU-0055|8907081096302|36-Rust|1
994630437518|SKU-0055|8907081096302|36-Indigo|1
994502286011|SKU-0055|8907081096302|36-Beige|1
999236021877|SKU-0056|8907252022263|Free Size-Charcoal|1
999944814792|SKU-0057|8903801740181|M-White|1
997760120417|SKU-0057|8903801740181|Free Size-Charcoal|0
991441848808|SKU-0058|8900470125942|M-Peach|1
995927840488|SKU-0058|8900470125942|42-Sky Blue|1
995230352863|SKU-0058|8900470125942|XS-Lavender|1
994165164704|SKU-0059|8903320433440|32-Mustard|0
993822892487|SKU-0060|8901474928362|28-Mustard|1
992321961110|SKU-0061|8901995140290|28-Peach|1
997525185275|SKU-0062|8904076409038|M-Indigo|1
998535310219|SKU-0063|8904430350007|38-Indigo|1
994838341899|SKU-0063|8904430350007|XL-Black|1
993220519294|SKU-0064|8900403424511|30-Teal|1
994169936349|SKU-0064|8900403424511|S-Navy|1
991902482251|SKU-0064|8900403424511|XXL-Mustard|1
992133055839|SKU-0065|8906814079082|Free Size-Navy|1
991055681093|SKU-0065|8906814079082|3XL-Off-White|1
994792784484|SKU-0066|8906389255077|XXL-Indigo|1
991024069839|SKU-0067|8909175055215|S-White|1
996882232858|SKU-0068|8901791666050|30-Sky Blue|1
991851824442|SKU-0068|8901791666050|38-Beige|1
991982065378|SKU-0068|8901791666050|Free Size-Mustard|1
996013675105|SKU-0069|8905066011129|36-Peach|1
996342380717|SKU-0069|8905066011129|28-Mustard|1
995807510850|SKU-0070|8909240967906|Free Size-Red|1
996545814979|SKU-0071|8904837010822|34-Maroon|1
998369005953|SKU-0071|8904837010822|XS-Rust|1
997912014278|SKU-0071|8904837010822|S-Grey|1
994951107286|SKU-0072|8905653104550|30-Rust|1
999819335295|SKU-0072|8905653104550|L-Rust|1
994351990752|SKU-0073|8903962465183|Free Size-Rust|1
997718862290|SKU-0074|8903482675633|M-Pink|1
995354514601|SKU-0074|8903482675633|XL-Beige|1
996531752250|SKU-0074|8903482675633|32-Pink|1
996068827135|SKU-0075|8906878137756|3XL-White|1
999221918421|SKU-0075|8906878137756|3XL-Mustard|1
995904281279|SKU-0076|8900625893978|40-Navy|1
996483420572|SKU-0077|8906581825519|28-Pink|1
998728177974|SKU-0077|8906581825519|40-Olive|1
993906584017|SKU-0078|8901657113044|40-Navy|1
997735024612|SKU-0079|8901476714754|XS-Beige|0
992923126844|SKU-0080|8907399688788|XXL-Mustard|1
996258718281|SKU-0081|8905531495646|XXL-Sky Blue|1
993301943659|SKU-0082|8904894135089|L-Indigo|1
997919183908|SKU-0082|8904894135089|XL-Lavender|1
997509904283|SKU-0083|8903753218395|XS-White|1
991978693034|SKU-0083|8903753218395|32-Grey|1
995783553967|SKU-0083|8903753218395|40-Maroon|1
998426740610|SKU-0084|8906858376581|38-Rust|1
994181549971|SKU-0085|8902381759502|XS-Red|1
998296636295|SKU-0085|8902381759502|28-Sky Blue|1
996493858589|SKU-0085|8902381759502|Free Size-Navy|1
993752041788|SKU-0086|8909872404061|3XL-Red|1
991607864060|SKU-0087|8907861359281|42-Lavender|1
993016997280|SKU-0087|8907861359281|40-Grey|1
994516469722|SKU-0087|8907861359281|S-Black|1
998249668032|SKU-0088|8908428666630|Free Size-Red|1
998271076137|SKU-0088|8908428666630|M-Red|1
994589392972|SKU-0088|8908428666630|L-Navy|1
994596021077|SKU-0089|8903645418664|XXL-Rust|1
994527401518|SKU-0090|8908090588941|38-Black|1
993685538537|SKU-0090|8908090588941|XXL-Off-White|1
991937686621|SKU-0091|8909018554718|XL-Red|1
999277347374|SKU-0092|8909829945458|XXL-Off-White|1
998156378435|SKU-0093|8907174823141|S-White|1
991902951681|SKU-0093|8907174823141|M-Lavender|1
995616673850|SKU-0094|8900573943738|40-Mustard|1
991967663916|SKU-0095|8906347746947|L-White|1
992919227766|SKU-0096|8903354146643|XXL-Teal|1
997328856440|SKU-0096|8903354146643|Free Size-Lavender|1
994796216055|SKU-0096|8903354146643|42-Olive|1
999563414549|SKU-0097|8905966876459|M-Black|1
993789279482|SKU-0097|8905966876459|38-White|1
995091124899|SKU-0098|8908089477789|L-Navy|1
994269624246|SKU-0098|8908089477789|3XL-Olive|1
998755109135|SKU-0099|8904555004070|M-Sky Blue|1
995853460741|SKU-0099|8904555004070|XXL-Navy|1
994024428133|SKU-0099|8904555004070|42-Navy|1
996831082929|SKU-0100|8904756671572|28-Grey|1
999092861410|SKU-0101|8903770186072|30-Teal|1
997623387022|SKU-0101|8903770186072|40-Grey|1
999410631738|SKU-0102|8909352948064|XXL-Red|1
993257900560|SKU-0102|8909352948064|34-Off-White|1
991869413114|SKU-0103|8908633723141|32-Pink|1
995352041006|SKU-0103|8908633723141|40-Indigo|1
991272297004|SKU-0104|8909995520897|38-Maroon|1
999692759774|SKU-0104|8909995520897|38-Charcoal|1
995984108295|SKU-0104|8909995520897|28-Off-White|1
992546107630|SKU-0105|8902177216128|S-White|1
995863163173|SKU-0106|8909003934921|34-Pink|1
998307197489|SKU-0106|8909003934921|L-Indigo|1
998553908652|SKU-0107|8909803304986|40-Mustard|1
995091311904|SKU-0107|8909803304986|40-Sky Blue|1
996555318737|SKU-0107|8909803304986|S-Navy|1
995451097863|SKU-0108|8908815238878|XS-Rust|1
996740137542|SKU-0108|8908815238878|Free Size-Peach|1
995466396988|SKU-0108|8908815238878|Free Size-Rust|1
998338951478|SKU-0109|8903111764070|36-Charcoal|1
995675601737|SKU-0109|8903111764070|M-Charcoal|1
993100991861|SKU-0110|8900568886752|L-Lavender|1
998099223369|SKU-0111|8906125507490|XXL-Olive|1
994374079961|SKU-0111|8906125507490|42-Olive|1
999342594650|SKU-0111|8906125507490|40-Black|1
997412233216|SKU-0112|8906258252787|36-Maroon|0
995057102129|SKU-0112|8906258252787|28-Olive|1
992352669776|SKU-0113|8908075442230|34-Charcoal|1
993432426555|SKU-0113|8908075442230|34-Pink|1
995352431547|SKU-0113|8908075442230|30-Charcoal|1
996692103940|SKU-0114|8903097146714|Free Size-Teal|1
998952569857|SKU-0115|8904387898589|32-Grey|1
991425537623|SKU-0115|8904387898589|L-Charcoal|1
996370051894|SKU-0116|8904525661424|28-Rust|1
991618431794|SKU-0116|8904525661424|Free Size-Navy|1
997547717480|SKU-0117|8901587995819|32-Navy|1
991701290457|SKU-0118|8903251220543|42-Charcoal|1
992120285207|SKU-0119|8903149111324|38-Peach|1
993510384146|SKU-0120|8901160740242|36-Indigo|1
997755296276|SKU-0120|8901160740242|S-Lavender|1
996835110394|SKU-0121|8905952134248|34-Pink|1
991548393350|SKU-0121|8905952134248|36-Mustard|1
998317106336|SKU-0121|8905952134248|34-Off-White|1
995434418643|SKU-0122|8905249501087|3XL-Grey|1
993798977782|SKU-0122|8905249501087|32-Maroon|1
993079789906|SKU-0123|8905049772710|36-Beige|1
998451943893|SKU-0123|8905049772710|38-Rust|1
998667297272|SKU-0123|8905049772710|34-Pink|1
993967153946|SKU-0124|8901766643230|XXL-Lavender|1
993314939380|SKU-0124|8901766643230|32-Olive|0
996807667654|SKU-0124|8901766643230|30-Rust|1
999741794449|SKU-0125|8904665602503|S-Indigo|1
995754412884|SKU-0126|8905053910329|Free Size-Teal|1
991960102207|SKU-0126|8905053910329|42-Teal|1
993704878838|SKU-0126|8905053910329|36-Charcoal|1
991879466199|SKU-0127|8901135854650|3XL-Black|1
998854961017|SKU-0127|8901135854650|36-Beige|1
999932830165|SKU-0127|8901135854650|38-Mustard|1
992227137842|SKU-0128|8909714556344|36-Teal|1
996880569369|SKU-0128|8909714556344|32-Sky Blue|1
992395029869|SKU-0129|8903669624575|40-Black|1
993059130522|SKU-0129|8903669624575|36-Sky Blue|1
998599190373|SKU-0129|8903669624575|34-Peach|1
991845749048|SKU-0130|8904014377515|XXL-Mustard|0
996620416970|SKU-0130|8904014377515|42-Grey|1
997678834363|SKU-0131|8905675536016|XS-Rust|1
992232080925|SKU-0131|8905675536016|28-Navy|1
991546813029|SKU-0131|8905675536016|38-Maroon|1
992878557453|SKU-0132|8901318400629|32-Grey|1
999610115560|SKU-0133|8909902908127|XL-Sky Blue|1
991304692552|SKU-0133|8909902908127|28-Teal|1
997853185569|SKU-0133|8909902908127|42-Mustard|1
996143743666|SKU-0134|8904907591699|42-Navy|1
992002830207|SKU-0134|8904907591699|L-Red|1
995308056086|SKU-0134|8904907591699|30-Grey|1
993184320816|SKU-0135|8907404568797|36-Pink|1
995032711733|SKU-0136|8909127357146|Free Size-Grey|1
991303297889|SKU-0137|8907643843722|34-Indigo|1
998741236024|SKU-0138|8909278510130|30-Charcoal|1
996769465138|SKU-0138|8909278510130|40-Navy|1
991313299938|SKU-0138|8909278510130|XS-Charcoal|1
995310450690|SKU-0139|8903750957370|XL-Off-White|1
995007534227|SKU-0139|8903750957370|XS-Teal|1
994869034511|SKU-0139|8903750957370|3XL-Mustard|1
999390416186|SKU-0140|8909202880147|32-Black|1
993697659263|SKU-0140|8909202880147|S-Olive|1
994247313613|SKU-0140|8909202880147|S-Red|1
994832157712|SKU-0141|8902049985539|36-Beige|1
999916441760|SKU-0142|8901178450033|Free Size-Indigo|1
991218849907|SKU-0142|8901178450033|36-Rust|1
998001780287|SKU-0143|8903765271139|S-Teal|1
992121097186|SKU-0144|8901410686313|XXL-Black|1
997221050576|SKU-0144|8901410686313|38-Beige|1
996045610638|SKU-0145|8901004100646|38-Charcoal|1
993556799147|SKU-0145|8901004100646|Free Size-White|1
998239923418|SKU-0146|8902544062903|S-Lavender|1
998376184792|SKU-0146|8902544062903|3XL-Peach|1
998106530150|SKU-0147|8904833117045|XL-Rust|1
994929953342|SKU-0147|8904833117045|L-Grey|1
991314988373|SKU-0147|8904833117045|28-Teal|1
999207746828|SKU-0148|8908514948113|XXL-Charcoal|1
998707921792|SKU-0148|8908514948113|Free Size-Peach|1
992430244192|SKU-0149|8903839581083|XS-Mustard|1
991326111298|SKU-0150|8909019766784|28-Lavender|1
994463407861|SKU-0151|8901530205235|XS-Pink|1
992444503543|SKU-0151|8901530205235|L-Off-White|1
997249880758|SKU-0151|8901530205235|S-Black|1
996051389717|SKU-0152|8905119242589|XS-Peach|1
994930421462|SKU-0152|8905119242589|L-Maroon|1
992771158245|SKU-0153|8904737024760|S-Red|1
999661775029|SKU-0153|8904737024760|36-Beige|1
994315031820|SKU-0153|8904737024760|S-Indigo|1
997646598530|SKU-0154|8908791752320|28-Mustard|1
994085708677|SKU-0154|8908791752320|L-White|0
995633245486|SKU-0155|8907366347346|32-Navy|1
996338171358|SKU-0155|8907366347346|L-Navy|1
991108869254|SKU-0155|8907366347346|28-Beige|1
994662845247|SKU-0156|8907924641117|32-White|1
992404609625|SKU-0157|8905453172767|Free Size-White|1
991229068259|SKU-0158|8907872139268|3XL-Charcoal|1
996791153441|SKU-0159|8904473681114|Free Size-Off-White|1
993567264162|SKU-0159|8904473681114|3XL-Sky Blue|1
996237979464|SKU-0160|8907091913326|XXL-White|1
997970285105|SKU-0160|8907091913326|38-Teal|1
992970132753|SKU-0160|8907091913326|40-Olive|1
996082372343|SKU-0161|8902478533081|XXL-Black|1
993226829755|SKU-0162|8904574485903|38-Teal|1
998883182698|SKU-0162|8904574485903|L-Black|1
993331911832|SKU-0162|8904574485903|28-Black|1
992323218971|SKU-0163|8908905653359|3XL-Mustard|1
999186072607|SKU-0163|8908905653359|L-Indigo|1
992985736162|SKU-0163|8908905653359|40-Rust|1
995229586880|SKU-0164|8902146102447|38-Sky Blue|1
999695316889|SKU-0164|8902146102447|XL-Beige|1
993785671391|SKU-0165|8902129690870|42-Black|1
991713062779|SKU-0165|8902129690870|M-Sky Blue|1
998578697631|SKU-0166|8900306788259|S-Black|1
999208500613|SKU-0166|8900306788259|M-Mustard|1
992799278727|SKU-0167|8900239874735|M-Sky Blue|1
993319209330|SKU-0167|8900239874735|Free Size-Lavender|1
999322265118|SKU-0168|8907210148003|S-Sky Blue|1
998913592090|SKU-0168|8907210148003|M-Teal|0
999452271270|SKU-0169|8905152613088|32-White|1
997982977333|SKU-0169|8905152613088|38-Indigo|1
991116134030|SKU-0170|8907834646458|28-Navy|1
996773597268|SKU-0170|8907834646458|32-Charcoal|1
991877665876|SKU-0170|8907834646458|XL-Teal|1
996448818978|SKU-0171|8904002847890|Free Size-Black|1
994212198499|SKU-0171|8904002847890|38-Off-White|0
995816617270|SKU-0171|8904002847890|30-Red|1
993755989972|SKU-0172|8903952745344|3XL-White|1
998233769177|SKU-0172|8903952745344|S-Rust|1
995126410487|SKU-0173|8905441024282|40-Pink|1
996175309987|SKU-0174|8909049506490|L-Sky Blue|1
991178836856|SKU-0174|8909049506490|28-Maroon|1
999939525904|SKU-0174|8909049506490|42-Navy|1
991736238040|SKU-0175|8909319924900|M-Lavender|1
999309172440|SKU-0175|8909319924900|38-Navy|1
997991724781|SKU-0176|8901109718182|30-Rust|1
996867266335|SKU-0177|8901483329462|Free Size-Mustard|1
991629533937|SKU-0177|8901483329462|28-Maroon|1
993873343635|SKU-0177|8901483329462|3XL-Teal|1
993734683018|SKU-0178|8905003068557|42-Lavender|1
994898729001|SKU-0179|8907896980045|L-Indigo|1
997615228398|SKU-0179|8907896980045|L-Lavender|1
998078426626|SKU-0180|8908468422927|S-Black|1
996385844571|SKU-0181|8908467565587|L-Pink|1
991571035494|SKU-0181|8908467565587|M-White|1
995876531467|SKU-0182|8909673035227|S-Sky Blue|1
993606040663|SKU-0183|8905267337642|3XL-Red|1
996114984867|SKU-0183|8905267337642|Free Size-Black|0
999814448207|SKU-0184|8904879071285|32-Mustard|1
999695034800|SKU-0184|8904879071285|S-Rust|1
997488434891|SKU-0185|8904795320036|36-Pink|1
992924212128|SKU-0186|8906757326988|S-Beige|1
995871720398|SKU-0187|8909808946758|32-White|0
991172256442|SKU-0187|8909808946758|34-Peach|1
993061226200|SKU-0188|8906048658373|28-Red|1
995237036889|SKU-0188|8906048658373|32-Rust|1
994517200166|SKU-0188|8906048658373|32-Teal|1
998384459648|SKU-0189|8901365393450|28-Charcoal|1
996424995832|SKU-0189|8901365393450|XL-White|1
997369905631|SKU-0190|8901048537597|38-Grey|1
999387582677|SKU-0190|8901048537597|40-Mustard|1
999254152908|SKU-0190|8901048537597|30-Olive|1
996847402401|SKU-0191|8906536298006|36-White|1
993558087763|SKU-0191|8906536298006|42-Indigo|1
995347397220|SKU-0192|8903757242953|34-Rust|1
996317208771|SKU-0192|8903757242953|L-Indigo|1
995757111523|SKU-0193|8901646739248|36-White|1
998158023121|SKU-0193|8901646739248|S-Maroon|1
992733139562|SKU-0193|8901646739248|34-Olive|1
992120710552|SKU-0194|8904231948396|XS-Navy|1
993092545041|SKU-0194|8904231948396|S-Teal|1
992665269494|SKU-0194|8904231948396|Free Size-Peach|1
993008977652|SKU-0195|8908858385032|S-Charcoal|1
992218174901|SKU-0196|8901623106537|L-White|0
999416305379|SKU-0197|8902820402724|42-Teal|1
995809923475|SKU-0197|8902820402724|40-Navy|1
992113740992|SKU-0197|8902820402724|36-Navy|1
998535210510|SKU-0198|8906656986522|L-Peach|1
998550394401|SKU-0199|8904938719717|40-Maroon|1
993199915104|SKU-0200|8903794777435|XXL-Lavender|1
999621519652|SKU-0200|8903794777435|42-Peach|1
996661970789|SKU-0200|8903794777435|30-Rust|1
999335263413|SKU-0201|8907998623941|XXL-Mustard|1
994490235726|SKU-0202|8905182626986|32-Indigo|1
998694961970|SKU-0202|8905182626986|S-Lavender|1
995983536907|SKU-0203|8908704718127|XS-Indigo|1
993109365161|SKU-0204|8906065322791|L-Red|1
994402472033|SKU-0204|8906065322791|36-Navy|1
995207722527|SKU-0205|8902031338501|36-Mustard|1
992085787495|SKU-0205|8902031338501|M-Sky Blue|1
991348529357|SKU-0206|8900298039692|L-Lavender|1
995119118893|SKU-0207|8907847598253|34-Sky Blue|1
996999798966|SKU-0208|8907678216284|28-Grey|1
996572970992|SKU-0208|8907678216284|28-Black|1
995021142018|SKU-0208|8907678216284|30-Black|1
991256292820|SKU-0209|8906025930891|M-Charcoal|1
997736854020|SKU-0210|8904986763519|34-Red|1
994903419203|SKU-0211|8902920988922|Free Size-Red|1
994263569351|SKU-0211|8902920988922|XL-Beige|1
998705040286|SKU-0212|8900544199068|36-Peach|1
999959427534|SKU-0212|8900544199068|S-Pink|1
998704177653|SKU-0212|8900544199068|XXL-Sky Blue|1
994415491460|SKU-0213|8903617142838|XXL-Rust|1
999946772336|SKU-0213|8903617142838|30-Mustard|1
996623028634|SKU-0213|8903617142838|32-Charcoal|1
994541000213|SKU-0214|8904106809528|30-Beige|1
995422868777|SKU-0214|8904106809528|36-Grey|1
999595442539|SKU-0214|8904106809528|Free Size-Rust|1
991833911640|SKU-0215|8909581223493|42-Rust|1
997909599075|SKU-0215|8909581223493|L-Sky Blue|1
995638870181|SKU-0216|8902330242441|S-Navy|1
995405202504|SKU-0216|8902330242441|XL-Off-White|1
994892677736|SKU-0217|8905898765232|XS-Sky Blue|1
996387749544|SKU-0218|8907459690557|M-Indigo|1
995359856756|SKU-0218|8907459690557|30-Lavender|1
998038489017|SKU-0219|8907782460728|36-Navy|1
997477290731|SKU-0219|8907782460728|42-Rust|1
998811258866|SKU-0220|8901997512874|L-Olive|1
995275647807|SKU-0220|8901997512874|S-Peach|0
999461862538|SKU-0220|8901997512874|M-Lavender|1
995818552281|SKU-0221|8909472028494|Free Size-Mustard|0
998682885613|SKU-0221|8909472028494|S-Mustard|1
992113580645|SKU-0221|8909472028494|XS-Indigo|1
994219505717|SKU-0222|8907288046911|XXL-Rust|1
998393692466|SKU-0222|8907288046911|38-Pink|1
993759167066|SKU-0222|8907288046911|S-Black|1
993977589930|SKU-0223|8907189699828|38-Mustard|1
999355861277|SKU-0224|8903310105293|34-Black|1
996020896467|SKU-0225|8908989580684|34-Teal|1
992746241189|SKU-0225|8908989580684|Free Size-Rust|1
994211941654|SKU-0225|8908989580684|32-Black|1
995627390374|SKU-0226|8906450322652|L-Olive|1
993838930822|SKU-0227|8908415801088|XL-Navy|1
993188443196|SKU-0227|8908415801088|XS-Lavender|1
992194347279|SKU-0228|8903875077204|28-Olive|1
993032317950|SKU-0229|8907892855683|L-Maroon|1
993617363412|SKU-0229|8907892855683|32-Off-White|1
991070682660|SKU-0230|8908918271803|32-Mustard|1
991920650423|SKU-0230|8908918271803|3XL-Sky Blue|1
996853180382|SKU-0230|8908918271803|M-Beige|1
991666013507|SKU-0231|8907896105455|32-Grey|1
996077092128|SKU-0231|8907896105455|28-Grey|1
999311776996|SKU-0231|8907896105455|30-Charcoal|0
994207712605|SKU-0232|8903412339143|30-Grey|1
997567795267|SKU-0232|8903412339143|40-Lavender|1
997824319388|SKU-0232|8903412339143|28-Mustard|1
999084685337|SKU-0233|8904507728125|3XL-Beige|1
994585091573|SKU-0234|8904893470830|42-Black|1
997231453279|SKU-0234|8904893470830|36-Peach|1
995866115112|SKU-0235|8904350949194|XS-Sky Blue|1
998326902886|SKU-0236|8907332261258|34-Rust|1
997386966884|SKU-0236|8907332261258|32-Sky Blue|1
995614137868|SKU-0236|8907332261258|32-Indigo|1
991475545111|SKU-0237|8901623245417|S-Indigo|1
999469507485|SKU-0237|8901623245417|36-Black|1
996811092844|SKU-0238|8901809501560|Free Size-Rust|1
991654359772|SKU-0239|8902920147411|28-Black|1
998163042768|SKU-0239|8902920147411|38-Lavender|0
992610094862|SKU-0239|8902920147411|XL-Black|1
992890315648|SKU-0240|8903992075794|40-Mustard|1
999115556274|SKU-0240|8903992075794|34-Olive|0
993256608510|SKU-0241|8901273867940|38-Sky Blue|1
997232493771|SKU-0242|8905688325732|28-Rust|1
992237630016|SKU-0243|8902389717254|34-Off-White|1
991007595037|SKU-0243|8902389717254|28-Mustard|1
995908436343|SKU-0243|8902389717254|34-Olive|0
996576337859|SKU-0244|8905065636886|28-Charcoal|1
999043672402|SKU-0244|8905065636886|S-Navy|1
994718655934|SKU-0245|8901996989165|S-Olive|1
994576629714|SKU-0246|8905603257926|42-Indigo|1
991675460046|SKU-0247|8902042865807|28-Off-White|1
997116887457|SKU-0247|8902042865807|30-Charcoal|1
995189071666|SKU-0248|8900817169633|3XL-Beige|1
993595835627|SKU-0248|8900817169633|36-Mustard|1
996309997519|SKU-0249|8904708493684|36-Olive|1
992256156545|SKU-0249|8904708493684|L-Navy|1
995505160907|SKU-0250|8901649306458|32-Mustard|1
992490081315|SKU-0250|8901649306458|30-Peach|1
996535293659|SKU-0250|8901649306458|40-Red|1
992105610785|SKU-0251|8905556667772|L-Mustard|0
991036615632|SKU-0251|8905556667772|L-Lavender|1
993051797503|SKU-0251|8905556667772|L-Teal|1
997169632357|SKU-0252|8902861629261|XXL-White|1
995715119906|SKU-0252|8902861629261|M-Navy|1
993200598751|SKU-0253|8900484260511|L-Indigo|1
991075292446|SKU-0253|8900484260511|Free Size-Black|1
995211750021|SKU-0253|8900484260511|XL-Rust|1
996720086880|SKU-0254|8907200268434|XXL-Maroon|1
995781440426|SKU-0254|8907200268434|40-Olive|1
994881384955|SKU-0254|8907200268434|Free Size-Peach|1
997005978375|SKU-0255|8907376146105|XS-Lavender|1
992588308924|SKU-0256|8902563574584|Free Size-Mustard|1
994854851443|SKU-0256|8902563574584|Free Size-Red|1
999512252988|SKU-0257|8901999692675|30-Charcoal|1
999299973764|SKU-0258|8904757585983|36-Olive|1
999622682679|SKU-0259|8902962270210|XXL-Red|1
993694753743|SKU-0259|8902962270210|42-Maroon|1
991461521425|SKU-0260|8904265636081|40-Navy|1
991102100857|SKU-0261|8905724568996|42-Charcoal|1
998130869973|SKU-0261|8905724568996|42-Sky Blue|1
992516125153|SKU-0262|8901169433552|32-Grey|1
995280627508|SKU-0262|8901169433552|XXL-Grey|1
998860612218|SKU-0262|8901169433552|XL-Rust|1
999975667479|SKU-0263|8903073139827|L-Olive|1
994249173771|SKU-0263|8903073139827|M-Lavender|1
995723344604|SKU-0264|8906626318643|XL-White|1
998536528558|SKU-0265|8906033319872|S-Grey|1
991526037323|SKU-0266|8906513910834|34-Red|1
991012301367|SKU-0266|8906513910834|3XL-Lavender|1
993666057777|SKU-0267|8908262700806|42-Indigo|1
998613802512|SKU-0267|8908262700806|28-Sky Blue|1
992918181561|SKU-0268|8901826590937|32-Charcoal|1
992896212491|SKU-0269|8902842324904|XXL-White|1
991954124793|SKU-0269|8902842324904|42-Red|1
994439629884|SKU-0270|8905247713369|3XL-Maroon|1
994001234734|SKU-0271|8906088903168|36-Indigo|1
996451207824|SKU-0272|8903080213417|38-Navy|1
